No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,PoissonRatio
6918,GP02-224652,USPatentCorningInc.(US),2002,A6436858,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Material,,,,,Organiclensmold.,,72.99,0.49,0.04,1.56,10.07,0,0,11.39,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
689,GB02-004775,HandbookofGlassProperties,1986,v.001p.0310,Glass,AlkaliSilicate,,,,,,,,,,,,,,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216
5284,GP05-168273,JapanesePatentSchottGlas(Jena)(DE),1996,A067529,Glass,Boro-Silicate,,,,,,,,,,,,,,83.26,4.73,2.93,0,0.33,0.08,1.04,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2804,GJ03-039685,PhysicsandChemistryofGlasses,1987,v.028p.0164,Glass,Alkaline-earthSilicate,,,,,,,,,,,,,,64.04,0,0,0,19.71,0,0,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259
8133,GJ05-280066,J.AmericanCeramicSoc.,2007,v.090p.2556,Glass,Boro-Silicate,,,,,,,,,,,,,,83.57,11.38,1.53,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19
5538,GJ02-176255,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,70,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247
3247,GB02-071333,HandbookofGlassData,1983,v.00Ap.0323,Glass,AlkaliSilicate,,,,,,,,,,,,,,85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158
8680,GI06-191669R,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,Zinc-Silicate,,,,,ElectronicsElectrical,Substrate,,,Annealing:at730Cfor1hr.,GlassNameC029Melting:inPtRhcrucibleat1610Cfor42hr.,,59.23,0,14.95,0,0.01,0,0,5.12,5,0,0,0,0,0,0,15.69,0,0,0,0,0,0,0.007228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
3870,GB02-071352,HandbookofGlassData,1983,v.00Ap.0325,Glass,AlkaliSilicate,,,,,,,,,,,,,,60,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236
11096,GJ03-244862,Contrib.Mineral.Petrol.,2001,v.141p.0297,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,50.35,0,10.69,14.44,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272
2878,GC01-052421,CoorsTek(J),1980,T-7932,Glass,Silica,,,Tube,,,,HalogenLamp,,,,,TransparentQuarzGlass,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
15203,XP02-302659,USPatentCorningInc.(US),2011,A0092353,Glass-Ceramics,AlkaliSilicate,,,,,,,ElectronicsElectrical,Container,,,,Ex.3,,65.41,0,0,0.91,0,0,30.17,0,1.22,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
762,GB02-006621,HandbookofGlassProperties,1986,v.001p.0330,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,75,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194
1842,GB02-019745,HandbookofGlassData,1987,v.00Cp.0209,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,76.4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254
18074,GP06-353493,JapanesePatentCorningInc.(US),2013,A502371,Glass,Alumino-Silicate,AlkaliSilicate,Boro-Silicate,Melting,SheetGlass,,,ChemicalStrengthen,,,,,ex.39,,65.75,11.01,10.31,0.02,0.05,0,0,11.51,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213
18700,GP05-357287,USPatentCorningInc.(US),2014,A0335331,Glass,Boro-Silicate,OtherSilicate,,Melting,SheetGlass,NonAlkali,,ElectronicsElectrical,Substrate,,,,ex.39,,65.7,14.88,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196
5809,GP03-182970,EuropeanPatentSaint-Gobain(FR),1998,A0864546,Glass,Alkaline-earthSilicate,AlkaliSilicate,,SheetGlass,,,,ThermalInsulator,,,,,,,70.24,0,0.62,3.13,11.23,0,0,7.11,3.34,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
7542,GJ02-176284,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,62.5,0,0,0,0,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281
9796,GP06-356999,USPatentCorningInc.(US),2014,A0249017,Glass,Alumino-Silicate,Alkaline-earthSilicate,,Melting,SheetGlass,,,Display,LiquidCrystalDisplay,,,,ex.18,,71.23,2.54,12.41,3.62,5.23,3.43,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234
830,GB03-006544,HandbookofGlassProperties,1986,v.001p.0334,Glass,Alkaline-earthSilicate,,,,,,,,,,,,,,66.66,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265
5808,GP03-182969,EuropeanPatentSaint-Gobain(FR),1998,A0864546,Glass,Alkaline-earthSilicate,AlkaliSilicate,,SheetGlass,,,,ThermalInsulator,,,,,,,75.63,0,0.59,0,12.9,0,0,10.69,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215
14048,GP02-293646,USPatentHoyaCorp.(J),2009,A7601446,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.4,,68.75,0,1.93,0,16.37,1.28,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
11941,GP02-262121,USPatentSaint-Gobain(FR),2004,A0162213,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Strengthened(Tempered),,,,VehicleWindow,,,,,Ex.1,,69.62,0,1.28,0.15,9.45,0.04,0,16.09,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
12206,GP04-265722,USPatentSchottGlassTech.(US),2005,A6903038,Glass,Lead-Silicate,,,,,,,Display,,,,,Ex.3,,55.53,0,0,0,0,0,0,0.86,0.84,0,0,0,0,0,0,0,0,0,42.57,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248
2860,GC01-052403,TosohQuartz(J),1980,,Glass,Silica,,,Slab,Block,,,OpticsOptoelectronics,,,,,,,99.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
8293,GJ05-283880,J.MaterialsScience,2008,v.043p.0281,Glass,Boro-Silicate,,,,,,,,,,,,Pyrex,,81,13,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
12420,GP03-268796,JapanesePatentHoyaCorp.(J),2005,A314159,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.7,,64,0,5,0,10,3,5,7.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235
3432,XJ02-055821,J.AmericanCeramicSoc.,1971,v.054p.0309,Glass-Ceramics,AlkaliSilicate,,,GlassCeramics,,,,,,,,1350F16h-1600F4h-2200F2h,,,69.87,0,6.84,0,0,0,21.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275
6151,GI02-191826R,NGF'sAdditionalNewData(J),2001,v.004p.0007,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,ColorFilter,,,,Annealing:at600Cfor1h.,GlassNameD070Melting:inPtcrucibleat1600Cfor7h.,,72.1,0,0,0,12.44,0,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
2896,XC06-052701,NarumiChinaCorp.(J),,Neoceram-0,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,Pressed,Tube,Rod,SheetGlass,CookingWareCulinary,Machinary,,,,Transparent,,72.84,0,14.73,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,1.59,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19
2472,GB02-027386,HandbookofGlassData,1987,v.00Cp.0605,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,57.5,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228
2964,GJ01-054784,J.Non-CrystallineSolids,1973,v.013p.0399,Glass,Silica,,,,,,,,,,,,Effectofhighpressureonelasticconstant,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167
6416,GJ02-144684,GlassPhysics&Chemistry,1992,v.018p.0387,Glass,AlkaliSilicate,,,,,,,,,,,,,,60,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2449
844,GB02-006711,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,69,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217
1825,GB02-019706,HandbookofGlassData,1987,v.00Cp.0204,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70,0,0,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202
2092,GB02-019758,HandbookofGlassData,1987,v.00Cp.0209,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,58.8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281
11276,XP06-252550,JapanesePatentOharaInc.(J),2003,A192385,Glass-Ceramics,Alumino-Silicate,,,,,,,OpticalFiber,OpticalConnector,,,,Heattreatment:700C5h+780C5hEx.1,,61.54,0,16.12,1.7,1.22,0.45,9.17,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,2.14,0,0,1.11,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2413,GB02-025705,HandbookofGlassData,1987,v.00Cp.0446,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,60.2,11.1,0,0,0,0,0,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28
6478,GJ05-146426,J.CeramicSoc.Japan,1991,v.099p.0448,Glass,Boro-Silicate,,,,,,,,,,,,,,58.56,22.02,2,0,0,0,0,0,14.71,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
834,GB02-006562,HandbookofGlassProperties,1986,v.001p.0333,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,55,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241
2028,GB02-025745,HandbookofGlassData,1987,v.00Cp.0453,Glass,AlkaliSilicate,,,,,,,,,,,,,,85,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196
5182,GB02-164780,FundamentalsofInorganicGlasses,1994,v.001p.0169,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
18204,GP06-353972,USPatentCorningInc.(US),2014,A1016172,Glass,Alumino-Silicate,AlkaliSilicate,,Melting,,,,ChemicalStrengthen,,,,,ex.41,,64.79,5.57,13.97,1.45,0.06,0,0,13.56,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
18069,GP06-353488,JapanesePatentCorningInc.(US),2013,A502371,Glass,Alumino-Silicate,AlkaliSilicate,Boro-Silicate,Melting,SheetGlass,,,ChemicalStrengthen,,,,,ex.10,,64.03,8.9,13.5,0.02,0.04,0,0,11.4,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209
3402,GJ02-079032,GlassPhysics&Chemistry,1979,v.005p.0502,Glass,AlkaliSilicate,,,,,,,,,,,,,,71.3,0,0,0,0,0,0,0,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281
4622,GJ02-091230,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,57,0,14,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233
2014,GB02-025626,HandbookofGlassData,1987,v.00Cp.0434,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,76,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197
3458,GJ02-082111,GlassPhysics&Chemistry,1979,v.005p.0278,Glass,AlkaliSilicate,,,,,,,,,,,,,,79,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195
4271,GJ06-082133,GlassPhysics&Chemistry,1979,v.005p.0278,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,,,,,,,,63,0,20,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225
11920,GP02-261871,USPatentSchottAG(DE),2004,A6825142,Glass,AlkaliSilicate,,,,,,,ColorFilter,,,,,Ex.8,,59.93,0,0,0,0,0,10,24.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
1135,GB02-013709,HandbookofGlassData,1987,v.00Cp.0050,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208
5558,GJ02-176334,GlassPhysics&Chemistry,1998,v.024p.0539,Glass,AlkaliSilicate,,,,,,,,,,,,D.S.Sanditov,,80.4,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234
18018,GJ02-353055,J.Non-CrystallineSolids,2014,v.387p.0071,Glass,AlkaliSilicate,Alumino-Silicate,,Melting,,,,,,,,annealedat575Cfor1h.,,,61.12,0,9.98,0,0,0,0.0002,0.01,28.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262
11255,GJ05-252153,PhysicsandChemistryofGlasses,2003,v.044p.0383,Glass,Boro-Silicate,,,MixedAlkali,,,,RadioActiveWasteSolidi,,,,,,,58.37,17.92,0,0,0,0,9.93,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
2412,GB02-025702,HandbookofGlassData,1987,v.00Cp.0446,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,50.1,21.8,0,0,0,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28
7533,GJ02-176271,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,66.67,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263
5190,GB02-164790,FundamentalsofInorganicGlasses,1994,v.001p.0170,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
10617,GP02-225363,USPatentSaint-Gobain(FR),2002,A0065187,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Strengthened(Tempered),,,,VehicleWindow,,,,,,,65.22,0,0.59,0,15.16,0,0,18.39,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
2846,GC01-052206,Shin-EtsuQuartzProducts(J),1980,Herasil1-TOP,Glass,Silica,,,Block,Slab,Rod,,Machinary,,,,,ForLargeOpticalInstrumentsParts,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
1830,GB02-019711,HandbookofGlassData,1987,v.00Cp.0204,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,70,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247
2857,GC01-052318,Philips(NL),,Philips-308,Glass,Silica,,,Tube,,,,Machinary,,,,,FusedSilica,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
4256,GJ06-082118,GlassPhysics&Chemistry,1979,v.005p.0278,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,,,,,,,,63,0,22,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229
2055,GJ02-026068,GlassScienceandTechnology,1984,v.057p.0255,Glass,AlkaliSilicate,Alkaline-earthSilicate,,PhaseSeparated,,,,,,,,,760C10min,,80,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202
15202,XP02-302658,USPatentCorningInc.(US),2011,A0092353,Glass-Ceramics,AlkaliSilicate,,,,,,,ElectronicsElectrical,Container,,,700C2h+850C2h,Ex.2,,67,0,1.91,0,0,0,27.89,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205
